order_688,31.930070707748428,UDFOrder,1644744476888
order_688,81.78756940465323,UDFOrder,1644744477899
order_609,57.33440596939558,TDFOrder,1644744478909
order_224,98.79723033587783,UDFOrder,1644744479924
order_535,81.13436195895896,UDFOrder,1644744480935
order_135,31.08132663948212,UDFOrder,1644744481935
order_448,41.92520200052117,UDFOrder,1644744482948
order_61,81.57714037332458,UDFOrder,1644744483961
order_376,45.731138618184076,TDFOrder,1644744484976
order_688,37.46993775907305,UDFOrder,1644744485988
order_297,4.809202815033887,UDFOrder,1644744486997
order_606,30.22683140442912,TDFOrder,1644744488006
order_219,70.44979990717883,UDFOrder,1644744489019
order_531,43.67691300444127,TDFOrder,1644744490031
order_143,70.5120005357507,TDFOrder,1644744491043
order_445,8.681195997355962,TDFOrder,1644744492045
order_57,64.77601446511969,TDFOrder,1644744493057
order_369,10.671939387830864,TDFOrder,1644744494069
order_681,89.26282401977102,UDFOrder,1644744495081
order_294,18.35852929052393,TDFOrder,1644744496094
order_608,89.10103934803354,UDFOrder,1644744497108
order_216,75.83368882398017,TDFOrder,1644744498116
order_529,2.4396535874277925,UDFOrder,1644744499129
order_140,37.58971283231818,UDFOrder,1644744500140
order_454,40.220065969140684,UDFOrder,1644744501154
order_63,22.447844986208487,UDFOrder,1644744502163
order_374,77.45463719427562,TDFOrder,1644744503174
order_685,16.225517739912508,UDFOrder,1644744504185
order_299,2.814210226907743,TDFOrder,1644744505199
order_608,52.53646944851358,UDFOrder,1644744506208
order_220,72.54176716998283,TDFOrder,1644744507220
order_530,1.1265863691709899,UDFOrder,1644744508230
order_140,55.35290165697438,UDFOrder,1644744509240
order_445,95.34277747690597,UDFOrder,1644744510245
order_59,30.699896082268197,UDFOrder,1644744511259
order_372,30.477051088729933,TDFOrder,1644744512272
order_685,7.4707951925186755,UDFOrder,1644744513285
order_296,36.42168892045987,UDFOrder,1644744514296
order_610,60.62929503238429,TDFOrder,1644744515310
order_222,48.509041178032255,TDFOrder,1644744516322
order_535,83.43469672482306,TDFOrder,1644744517335
order_146,82.54364384104976,UDFOrder,1644744518346
order_460,65.9761432703906,TDFOrder,1644744519360
order_66,99.95739394369797,UDFOrder,1644744520366
order_377,77.13793774242299,UDFOrder,1644744521377
order_687,86.77630671000992,TDFOrder,1644744522387
order_297,62.352329228514556,UDFOrder,1644744523397
order_606,56.494794736852526,UDFOrder,1644744524406
order_207,79.64593483991773,UDFOrder,1644744525407
order_516,8.373171982083672,UDFOrder,1644744526416
order_116,33.899830399721864,UDFOrder,1644744527416
